,partido,partido_num,candidato,nick,followers,fecha,post,post_clean,sentimiento,sentimiento_num,negative,neutral,positive,video,foto,repost,retweet,who,viewed,comments,comments vs viewed,shared,shared vs viewed,likes,likes vs viewed,votos,porcentaje,escaños
143,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-13,"Termino el día visitando las fiestas de Rivas. Ambientazo en el recinto ferial gracias al trabajo de policía, protección civil y técnicos municipales. 

Un placer ver a buenos amigos y apoyar y ver cómo quieren sus vecinos a la próxima alcaldesa socialista, 
@monicacarazo
.","termino el dia visitando las fiestas de rivas. ambientazo en el recinto ferial gracias al trabajo de policia, proteccion civil y tecnicos municipales.   un placer ver a buenos amigos y apoyar y ver como quieren sus vecinos a la proxima alcaldesa socialista,   .",positive,2,0.023545375,0.024226002,0.95222867,False,True,False,False,False,4117,29,0.007043964051493806,68,0.016516881224192374,145,0.03521982025746903,609718,0.1819,27
144,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-13,"Una Sanidad Pública líder de la que volvamos a sentirnos orgullosos.

Ésa es #LaVerdaderaLibertad. 
Madrid no se merece menos 🌹❤️

#MadridDaParaTodos 
#LobatoPresidente",una sanidad publica lider de la que volvamos a sentirnos orgullosos.  esa es #laverdaderalibertad.  madrid no se merece menos   #madriddaparatodos  #lobatopresidente,positive,2,0.13982908,0.090072945,0.770098,False,True,False,True," @MorenoVinues
",11400,14,0.0012280701754385965,99,0.008684210526315789,152,0.013333333333333334,609718,0.1819,27
145,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-14,"¡Cómo estamos disfrutando esta campaña! 
Hoy hemos pasado un estupendo rato en Ciempozuelos. 

Da gusto ver el cariño de la gente a la alcaldesa 
@Raquel_Jimeno
, que seguro que lo seguirá siendo a partir del 28 de mayo. 

Gran mañana entre amigos, vecinos y gachas 😅","!como estamos disfrutando esta campana!  hoy hemos pasado un estupendo rato en ciempozuelos.   da gusto ver el carino de la gente a la alcaldesa   , que seguro que lo seguira siendo a partir del 28 de mayo.   gran manana entre amigos, vecinos y gachas",positive,2,0.021414388,0.018692298,0.95989335,False,True,False,False,False,6083,80,0.013151405556468848,90,0.014795331251027454,194,0.03189215847443696,609718,0.1819,27
146,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-15,"Todo mi cariño y apoyo a la familia y amigos del hombre fallecido en el Clínico de Madrid, y mi deseo de pronta recuperación para las personas heridas. 

Gracias a todos los profesionales que han contribuido a la extinción del incendio y que han evitado una tragedia mayor.","todo mi carino y apoyo a la familia y amigos del hombre fallecido en el clinico de madrid, y mi deseo de pronta recuperacion para las personas heridas.   gracias a todos los profesionales que han contribuido a la extincion del incendio y que han evitado una tragedia mayor.",positive,2,0.018672965,0.021897657,0.95942944,False,False,True,False," @eldiarioes
",5846,17,0.002907971262401642,59,0.010092370851864523,133,0.022750598699965787,609718,0.1819,27
147,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-15,Os espero en unos minutos en directo!,os espero en unos minutos en directo!,positive,2,0.009498015,0.28082174,0.70968026,False,True,True,False," @psoe_m
",3742,30,0.008017103153393906,34,0.009086050240513094,81,0.02164617851416355,609718,0.1819,27
148,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-15,"¡Feliz San Isidro a todos los chulapos y chulapas! 🎉 

#Madrileños #MadridDaParaTodos",!feliz san isidro a todos los chulapos y chulapas!    #madrilenos #madriddaparatodos,positive,2,0.012273168,0.018550241,0.9691766,False,True,False,False,False,8628,47,0.005447380621233194,108,0.012517385257301807,212,0.024571163653222067,609718,0.1819,27
149,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-16,"¡Nos vemos en unos minutos!  

Mi equipo estará tuiteando en directo, ¡os leo cuando acabemos!","!nos vemos en unos minutos!    mi equipo estara tuiteando en directo, !os leo cuando acabemos!",neutral,1,0.012978338,0.50813884,0.47888285,False,True,True,False," @psoe_m
",4591,31,0.006752341537791331,54,0.011762143323894577,119,0.02592027880636027,609718,0.1819,27
150,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-17,"Madrid necesita un proyecto de región y una estrategia de futuro.

Debe apoyarse en el talento, innovación y tecnología que ofrecen empresas como Cisco.

Gracias 
@cisco_spain
 por la visita a vuestras instalaciones y vuestra labor en la formación de jóvenes madrileños.

¡Podemos hacer grandes cosas!

#MadridDaParaTodos","madrid necesita un proyecto de region y una estrategia de futuro.  debe apoyarse en el talento, innovacion y tecnologia que ofrecen empresas como cisco.  gracias    por la visita a vuestras instalaciones y vuestra labor en la formacion de jovenes madrilenos.  !podemos hacer grandes cosas!  #madriddaparatodos",positive,2,0.028058942,0.026399251,0.94554186,False,True,False,False,False,4272,24,0.0056179775280898875,109,0.02551498127340824,190,0.04447565543071161,609718,0.1819,27
151,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-17,"¡Hay aires de progreso en Madrid y en Leganés!

Es hora de dar un futuro a los jóvenes y a las familias madrileñas, como el que tienen en Leganés con 
@SantiagLlorente","!hay aires de progreso en madrid y en leganes!  es hora de dar un futuro a los jovenes y a las familias madrilenas, como el que tienen en leganes con",positive,2,0.16307826,0.0996286,0.7372931,False,True,False,False,False,6738,77,0.011427723360047493,137,0.0203324428613832,249,0.03695458593054319,609718,0.1819,27
152,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-18,"Mi “receta” para que 2 millones de madrileños disfruten del Deporte: 

-Deducción en IRPF por actividad deportiva.

-Receta deportiva para que tu médico pueda prescribirte actividad física y tener acceso gratuito a ella

-Plan de Inversión regional con 10 millones de euros al año","mi ""receta"" para que 2 millones de madrilenos disfruten del deporte:   -deduccion en irpf por actividad deportiva.  -receta deportiva para que tu medico pueda prescribirte actividad fisica y tener acceso gratuito a ella  -plan de inversion regional con 10 millones de euros al ano",positive,2,0.10963086,0.12644549,0.76392365,False,True,False,False,False,16700,171,0.010239520958083833,170,0.010179640718562874,307,0.018383233532934133,609718,0.1819,27
153,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-18,"Los mayores no quieren que la edad sea una diferencia.

Tienen mucho que aportar a Madrid ¡y mucho que disfrutar!

Hoy he disfrutado de la visión y el conocimiento de las personas mayores de diferentes asociaciones madrileñas.

Para todas las personas mayores, quiero ser presidente el 28 de mayo.","los mayores no quieren que la edad sea una diferencia.  tienen mucho que aportar a madrid !y mucho que disfrutar!  hoy he disfrutado de la vision y el conocimiento de las personas mayores de diferentes asociaciones madrilenas.  para todas las personas mayores, quiero ser presidente el 28 de mayo.",positive,2,0.10141728,0.071674,0.82690865,False,True,False,False,False,8638,94,0.010882148645519797,145,0.016786293123408198,284,0.03287798101412364,609718,0.1819,27
154,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-20,"Madrid es una ciudad vibrante y llena de potencial. Hay mucho partido que sacarle y servicios públicos y oportunidades para todos que poner en marcha. 

Queda solo una semana. Vamos a por ello.",madrid es una ciudad vibrante y llena de potencial. hay mucho partido que sacarle y servicios publicos y oportunidades para todos que poner en marcha.   queda solo una semana. vamos a por ello.,positive,2,0.019153833,0.025334109,0.9555121,False,True,False,False,False,14600,118,0.008082191780821918,239,0.01636986301369863,442,0.030273972602739726,609718,0.1819,27
155,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-21,"“Ser socialista es tener un compromiso por la libertad, por la igualdad y la justicia social. Tengas o no carnet.”

Gracias por tus palabras, 
@patxilopez
 ¡A por todas! Por una política diferente, sensible, solvente y sobre todo humana. ¡Vamos!","""ser socialista es tener un compromiso por la libertad, por la igualdad y la justicia social. tengas o no carnet.""  gracias por tus palabras,    !a por todas! por una politica diferente, sensible, solvente y sobre todo humana. !vamos!",positive,2,0.05148156,0.041320946,0.90719754,False,True,False,False,False,22200,552,0.024864864864864864,501,0.022567567567567566,841,0.037882882882882885,609718,0.1819,27
156,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-21,"Domingo de pádel en 
@ElHuffPost


@Davidandu_
 tienes que admitir que me lo pusiste más difícil con las preguntas que en la pista 😆",domingo de padel en       tienes que admitir que me lo pusiste mas dificil con las preguntas que en la pista,negative,0,0.8984362,0.05507927,0.046484515,False,True,True,False," @ElHuffPost
",7705,14,0.0018170019467878002,43,0.005580791693705386,94,0.012199870214146659,609718,0.1819,27
157,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-21,"Arganda necesita la experiencia de su alcalde 
@GuillermoHita
 para seguir siendo la ciudad de las personas.

Personas como 
@juanlobato_es
 o la ministra 
@DianaMorantR
 que han querido arroparle a él y a su equipo en una mañana de ilusión❤️ 

#EligeLaExperiencia #MadridDaParaTodos",arganda necesita la experiencia de su alcalde    para seguir siendo la ciudad de las personas.  personas como    o la ministra    que han querido arroparle a el y a su equipo en una manana de ilusion   #eligelaexperiencia #madriddaparatodos,negative,0,0.85574675,0.07081915,0.07343417,False,True,False,True," @psoe_m
",3150,41,0.013015873015873015,53,0.016825396825396827,109,0.0346031746031746,609718,0.1819,27
158,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-21,"Noche de épica para el Real Madrid. No se bajan los brazos hasta el último segundo. 

Enhorabuena por la 11ª #EuroLeague",noche de epica para el real madrid. no se bajan los brazos hasta el ultimo segundo.   enhorabuena por la 11a #euroleague,positive,2,0.053239416,0.024790308,0.92197025,False,True,False,True," @RMBaloncesto
",5496,10,0.001819505094614265,43,0.00782387190684134,118,0.021470160116448325,609718,0.1819,27
159,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-22,"Me comprometo a que mi gobierno tendrá un plan para paliar las consecuencias de la sequía en Madrid:

100€ por hectárea dañada 🍁

Medidas para el ganado🐄

Hoy con 
@martnez_rafa
, 
@Raquel_Jimeno
, 
@oblancoh
 dando la cara por agricultores y ganaderos.","me comprometo a que mi gobierno tendra un plan para paliar las consecuencias de la sequia en madrid:  100EUR por hectarea danada   medidas para el ganado  hoy con   ,   ,    dando la cara por agricultores y ganaderos.",negative,0,0.7134533,0.12675478,0.15979189,False,True,True,False,https://www.europapress.es/,2128,8,0.0037593984962406013,74,0.03477443609022556,117,0.0549812030075188,609718,0.1819,27
160,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-22,"Toda mi condena al ataque en la sede del PP de Móstoles. 

Respeto y educación SIEMPRE.",toda mi condena al ataque en la sede del pp de mostoles.   respeto y educacion siempre.,positive,2,0.25264212,0.14033312,0.6070248,False,False,True,False," @El_Plural
",25200,80,0.0031746031746031746,104,0.004126984126984127,281,0.01115079365079365,609718,0.1819,27
161,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-23,"🔴 DEBATE ELECTORAL en DIRECTO en 
@La1_tve


Sigue el debate y conoce las propuestas con las que 
@juanlobato_es
 dará la cara por ti y defenderá que #MadridDaParaTodos.

🗓MAÑANA (miércoles 24 de mayo)
⏰A partir de las 22:30h
📺Síguelo aquí: https://rtve.es/play/videos/directo/",debate electoral en directo en     sigue el debate y conoce las propuestas con las que    dara la cara por ti y defendera que #madriddaparatodos.  manana (miercoles 24 de mayo) a partir de las 22:30h siguelo aqui: ,negative,0,0.59572697,0.32180303,0.08247001,False,True,False,True," @psoe_m
",5453,35,0.006418485237483954,164,0.03007518796992481,244,0.044746011369888136,609718,0.1819,27
162,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-23,"Madrid necesita regeneración y los políticos tenemos que dar ejemplo.

Todo mi apoyo a Silvia y a los compañeros de Tres Cantos.",madrid necesita regeneracion y los politicos tenemos que dar ejemplo.  todo mi apoyo a silvia y a los companeros de tres cantos.,positive,2,0.09209751,0.07632518,0.83157736,False,True,True,False," @LucenaSilvia
",13400,213,0.0158955223880597,141,0.010522388059701493,321,0.023955223880597017,609718,0.1819,27
163,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-23,"10 compromisos claros para mi primer año de Gobierno.

Aquí, mi pacto con los madrileños.","10 compromisos claros para mi primer ano de gobierno.  aqui, mi pacto con los madrilenos.",positive,2,0.13523237,0.33233532,0.5324323,False,True,True,False,https://elpais.com/,7957,131,0.016463491265552344,173,0.021741862510996607,254,0.0319215784843534,609718,0.1819,27
164,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-24,En breve…Entrevista con Ferreras en la Sexta!👇🏼,en breve...entrevista con ferreras en la sexta!,neutral,1,0.010440865,0.8726998,0.11685937,False,True,True,False," @psoe_m
",2560,7,0.002734375,16,0.00625,56,0.021875,609718,0.1819,27
165,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-24,"Desde hace unos días, 
@infobae
, el periódico más leído de Argentina, ha abierto delegación en España.

Os dejo la entrevista que me han hecho esta semana. 

¡Bienvenidos a España! 🇦🇷🇪🇸","desde hace unos dias,   , el periodico mas leido de argentina, ha abierto delegacion en espana.  os dejo la entrevista que me han hecho esta semana.   !bienvenidos a espana!",positive,2,0.16179775,0.21769097,0.6205113,False,True,True,False,https://www.infobae.com/,1969,15,0.007618080243778568,61,0.030980192991366177,105,0.053326561706449976,609718,0.1819,27
166,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-25,"“La Sanidad es el problema más grave, pero la Educación es el reto más grande”.

Os dejo mi entrevista en 
@el_pais
 con 
@JuanJoseMateo
. ","""la sanidad es el problema mas grave, pero la educacion es el reto mas grande"".  os dejo mi entrevista en    con   .",neutral,1,0.45522693,0.47334385,0.07142919,False,True,True,False," @el_pais
 ",5578,69,0.01237002509860165,122,0.02187163858013625,208,0.03728935102187164,609718,0.1819,27
167,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-25,"Momento crucial para Madrid y para todos los madrileños progresistas. 

Mi compromiso por un Madrid progresista. 

Os cuento en 
@_infoLibre
: https://infolibre.es/opinion/plaza-publica/compromiso-madrid-progresista_129_1504374.html

Este domingo, #VotaPSOE. 
#MadridDaParaTodos","momento crucial para madrid y para todos los madrilenos progresistas.   mi compromiso por un madrid progresista.   os cuento en   :   este domingo, #votapsoe.  #madriddaparatodos",positive,2,0.041625854,0.0641921,0.894182,False,False,False,False,False,8605,53,0.006159209761766415,96,0.01115630447414294,181,0.021034282393957,609718,0.1819,27
168,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-25,Lo que de verdad importa ❤️💪🌹😃,lo que de verdad importa,positive,2,0.32049787,0.26291668,0.41658542,False,True,False,False,False,37100,189,0.005094339622641509,161,0.004339622641509434,328,0.008840970350404313,609718,0.1819,27
169,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Hay otra forma de hacer política. 

Propuestas frente a ocurrencias, seriedad frente a eslóganes vacíos y la responsabilidad frente a culpar a los demás.

Os dejo esta reflexión en 
@publico_es","hay otra forma de hacer politica.   propuestas frente a ocurrencias, seriedad frente a esloganes vacios y la responsabilidad frente a culpar a los demas.  os dejo esta reflexion en",negative,0,0.4599604,0.39446124,0.14557837,False,True,True,False, @publico_es,16700,418,0.02502994011976048,226,0.013532934131736526,399,0.023892215568862275,609718,0.1819,27
170,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Una educación universal, pública y gratuita: 18 y 23 horas lectivas, reducción de ratios en todos los cursos, más y mejores centros, comedor gratuito, capacitación de 250000 jóvenes y no tan jovenes, apertura de centros de 7 a 19 hs…
El 28 de mayo 
@juanlobato_es","una educacion universal, publica y gratuita: 18 y 23 horas lectivas, reduccion de ratios en todos los cursos, mas y mejores centros, comedor gratuito, capacitacion de 250000 jovenes y no tan jovenes, apertura de centros de 7 a 19 hs... el 28 de mayo",positive,2,0.11005272,0.109853216,0.780094,False,True,False,True," @ealvarezleon61
",4338,10,0.002305209774089442,60,0.013831258644536652,86,0.0198248040571692,609718,0.1819,27
171,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Mi total apoyo a los 405.000 madrileños y madrileñas con alguna discapacidad, como el autismo, discapacidad física, etc. Y a sus familias y entidades que colaboran.

Tienen mi apoyo y compromiso de que todas las políticas de mi gobierno se verán con esos ojos. 

Gracias, 
@Plenainclusion
, iremos de la mano.","mi total apoyo a los 405.000 madrilenos y madrilenas con alguna discapacidad, como el autismo, discapacidad fisica, etc. y a sus familias y entidades que colaboran.  tienen mi apoyo y compromiso de que todas las politicas de mi gobierno se veran con esos ojos.   gracias,   , iremos de la mano.",positive,2,0.038671162,0.03028753,0.93104136,False,True,False,False,False,15900,92,0.0057861635220125785,89,0.00559748427672956,153,0.009622641509433962,609718,0.1819,27
172,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"⏳🙌🏻

#VotaPSOE #MadridDaParaTodos",#votapsoe #madriddaparatodos,positive,2,0.17708951,0.19767553,0.6252349,False,True,False,False,False,3429,51,0.014873140857392825,78,0.022747156605424323,122,0.03557888597258676,609718,0.1819,27
173,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Por propuestas concretas que creen
más y mejores empleos en Madrid. 

-Plan de Industria 
-Plan de capacitación para 250.000 jóvenes 
-Plan MadridChip 

#VotaPSOE #MadridDaParaTodos",por propuestas concretas que creen mas y mejores empleos en madrid.   -plan de industria  -plan de capacitacion para 250.000 jovenes  -plan madridchip   #votapsoe #madriddaparatodos,positive,2,0.09413015,0.09757154,0.8082983,False,True,False,False,False,4277,93,0.021744213233574936,104,0.0243161094224924,161,0.03764320785597381,609718,0.1819,27
174,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Por y con alegría. 

#VotaPSOE #MadridDaParaTodos",por y con alegria.   #votapsoe #madriddaparatodos,positive,2,0.009698966,0.018765075,0.971536,False,True,False,False,False,3439,86,0.02500726955510323,80,0.023262576330328584,141,0.04100029078220413,609718,0.1819,27
175,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Por la educación, que es el futuro de tus hijos. 

#VotaPSOE #MadridDaParaTodos","por la educacion, que es el futuro de tus hijos.   #votapsoe #madriddaparatodos",positive,2,0.10732784,0.1899389,0.7027333,False,True,False,False,False,3703,42,0.011342155009451797,93,0.025114771806643264,180,0.04860923575479341,609718,0.1819,27
176,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Por tus hijos, tus nietas, tus sobrinos…

#VotaPSOE #MadridDaParaTodos","por tus hijos, tus nietas, tus sobrinos...  #votapsoe #madriddaparatodos",positive,2,0.20050843,0.17340253,0.62608904,False,True,False,False,False,24000,404,0.016833333333333332,177,0.007375,315,0.013125,609718,0.1819,27
177,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-26,"Este domingo, vota. 

#VotaPSOE #MadridDaParaTodos","este domingo, vota.   #votapsoe #madriddaparatodos",positive,2,0.04777558,0.29419225,0.6580321,False,True,False,False,False,17000,374,0.022,156,0.009176470588235295,345,0.020294117647058824,609718,0.1819,27
179,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-27,"Sábado en familia viendo la exposición “Mamut: el gigante de la Edad de Hielo” de 
@CaixaForum
.

Disfrutando de Madrid ❤️","sabado en familia viendo la exposicion ""mamut: el gigante de la edad de hielo"" de   .  disfrutando de madrid",positive,2,0.026557004,0.11960299,0.85384005,False,True,False,False,False,6127,41,0.006691692508568631,84,0.013709809041945487,225,0.03672270279092541,609718,0.1819,27
180,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-27,"¡Brindando por Madrid con 
@MarotoReyes
! ❤️",!brindando por madrid con   !,positive,2,0.40505898,0.14077976,0.4541613,False,True,False,False,False,6436,67,0.010410192666252331,61,0.009477936606587942,199,0.030919825978868862,609718,0.1819,27
181,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-27,"Y detrás de lo que habéis visto estos meses, hay un gran equipo que lo ha hecho posible. 

Siempre buscando la mejor foto, un vídeo diferente o las palabras exactas. 

Gracias equipo de comunicación por darlo todo estos meses. A veces, con tanto ritmo, no os lo he puesto fácil 😅","y detras de lo que habeis visto estos meses, hay un gran equipo que lo ha hecho posible.   siempre buscando la mejor foto, un video diferente o las palabras exactas.   gracias equipo de comunicacion por darlo todo estos meses. a veces, con tanto ritmo, no os lo he puesto facil",positive,2,0.29916817,0.09577175,0.60506004,False,True,False,False,False,26100,323,0.012375478927203065,204,0.007816091954022988,509,0.01950191570881226,609718,0.1819,27
182,psoe,3,Juan Lobato," @juanlobato_es
",25500,2023-05-27,"Tarde en la Feria del Libro de Madrid con amigos y familia. 

📖❤️",tarde en la feria del libro de madrid con amigos y familia.,neutral,1,0.0148880035,0.6110805,0.3740315,False,True,False,False,False,10300,65,0.006310679611650485,82,0.007961165048543689,292,0.028349514563106797,609718,0.1819,27
183,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"Vota Más Madrid

#VotaLoPróximo28M",vota mas madrid  #votaloproximo28m,positive,2,0.07352217,0.063434444,0.86304337,False,True,False,False,False,125500,1361,0.010844621513944223,386,0.0030756972111553784,1156,0.009211155378486055,615171,0.1835,27
184,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"Lo próximo es el compromiso, la dignidad, la igualdad, la justicia social y la buena política. 

Lo próximo es la única alternativa capaz de frustrarle las ganas al PP.

Lo próximo es lo cercano, lo próximo es el futuro. Lo próximo es Más Madrid.

#VotaLoPróximo28M","lo proximo es el compromiso, la dignidad, la igualdad, la justicia social y la buena politica.   lo proximo es la unica alternativa capaz de frustrarle las ganas al pp.  lo proximo es lo cercano, lo proximo es el futuro. lo proximo es mas madrid.  #votaloproximo28m",positive,2,0.308517,0.13326032,0.5582227,False,True,False,True,@MasMadrid__,12600,23,0.0018253968253968255,82,0.006507936507936508,161,0.012777777777777779,615171,0.1835,27
185,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"Quince días para lo próximo ✨
#VotaLoPróximo28M",quince dias para lo proximo  #votaloproximo28m,positive,2,0.06091014,0.4515729,0.48751697,False,True,False,False,False,8256,46,0.0055717054263565895,46,0.0055717054263565895,124,0.015019379844961241,615171,0.1835,27
186,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"Buenos días, las enfermeras y profesionales del cuidado son clave en el funcionamiento de nuestro sistema sanitario. En el día de la enfermería proponemos eliminar la figura de ""enfermera de retén"", indigna y lesiva para ellas y el sistema. 

-Y arreglar la sanidad pública-","buenos dias, las enfermeras y profesionales del cuidado son clave en el funcionamiento de nuestro sistema sanitario. en el dia de la enfermeria proponemos eliminar la figura de ""enfermera de reten"", indigna y lesiva para ellas y el sistema.   -y arreglar la sanidad publica-",negative,0,0.8215026,0.09346819,0.08502917,False,False,False,False,False,21000,111,0.005285714285714286,102,0.004857142857142857,278,0.013238095238095238,615171,0.1835,27
187,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"Además, para que nuestro sistema pueda estar basado en el cuidado, mejoraremos las ratios, condiciones y reconocimiento de las TCAE y demás profesionales del cuidado.","ademas, para que nuestro sistema pueda estar basado en el cuidado, mejoraremos las ratios, condiciones y reconocimiento de las tcae y demas profesionales del cuidado.",positive,2,0.111798495,0.22471318,0.6634883,False,False,False,False,False,4433,12,0.0027069704489059328,20,0.004511617414843221,51,0.011504624407850215,615171,0.1835,27
188,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"Nuestro Instituto va a ser un éxito porque impulsará algo muy sencillo: la idea de que la masculinidad es diversa, no tiene que ser dominante y si deconstruimos el concepto hegemónico de masculinidad todos y todas viviremos mejor.","nuestro instituto va a ser un exito porque impulsara algo muy sencillo: la idea de que la masculinidad es diversa, no tiene que ser dominante y si deconstruimos el concepto hegemonico de masculinidad todos y todas viviremos mejor.",positive,2,0.16921239,0.11397416,0.71681345,False,True,False,True,@Loretoarego,7140,41,0.005742296918767507,25,0.0035014005602240898,46,0.006442577030812325,615171,0.1835,27
189,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"¡Getafe! El sábado por la mañana el sur se levanta por sus derechos, ilusiones y lo próximo que está por llegar este 28M💚","!getafe! el sabado por la manana el sur se levanta por sus derechos, ilusiones y lo proximo que esta por llegar este 28m",negative,0,0.78478986,0.11662189,0.09858816,False,True,False,False,False,9770,55,0.005629477993858751,41,0.0041965199590583415,91,0.00931422722620266,615171,0.1835,27
190,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"En 
@MasMadrid__
proponemos una Agencia Madrileña de la Energía que planifique e impulse una despliegue renovable justo y que llegue a toda la ciudadanía. 

Lo cuenta aquí 
@CeliaGCeca
en 
@ERenovables
#VotaLoProximo28M",en   proponemos una agencia madrilena de la energia que planifique e impulse una despliegue renovable justo y que llegue a toda la ciudadania.   lo cuenta aqui   en   #votaloproximo28m,positive,2,0.11259891,0.20521373,0.6821873,False,True,False,True,@htejero_,12600,3,0.0002380952380952381,28,0.0022222222222222222,60,0.004761904761904762,615171,0.1835,27
191,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,"🔴 ALUCHE EN DIRECTO

Sigue el acto de Más Madrid aquí: https://youtube.com/live/b3f5szpNj10?feature=share",aluche en directo  sigue el acto de mas madrid aqui: ,neutral,1,0.10328046,0.8518402,0.044879295,False,True,False,True,@MasMadrid__,8494,22,0.0025900635742877325,25,0.002943254061690605,64,0.007534730397927949,615171,0.1835,27
192,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-12,La papeleta de lo próximo.,la papeleta de lo proximo.,negative,0,0.51899713,0.29880396,0.18219891,False,True,False,False,False,17800,89,0.005,111,0.006235955056179775,238,0.013370786516853932,615171,0.1835,27
193,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-13,"DESDE EL SUR

🔴 Sigue en directo el acto de Más Madrid en Getafe

¡Empezamos a partir de las 11:30!

https://youtube.com/live/nrISoI5XV5Y?feature=share",desde el sur   sigue en directo el acto de mas madrid en getafe  !empezamos a partir de las 11:30!  ,neutral,1,0.012021172,0.90288246,0.085096285,False,True,False,True,@MasMadrid__,6761,9,0.0013311640289897944,29,0.004289306315633782,72,0.010649312231918355,615171,0.1835,27
194,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-13,"En esta papeleta está lo próximo: pediatras, profes, árboles, políticas de igualdad y servicios públicos. #VotaLoPróximo28M","en esta papeleta esta lo proximo: pediatras, profes, arboles, politicas de igualdad y servicios publicos. #votaloproximo28m",negative,0,0.750194,0.16154988,0.088256106,False,True,False,False,False,20900,204,0.009760765550239234,115,0.005502392344497608,255,0.012200956937799042,615171,0.1835,27
195,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-13,Y este domingo nos vemos en Villaverde para hablar del futuro verde que vamos a traer. Juntas y juntos hacemos lo próximo 💚🌿,y este domingo nos vemos en villaverde para hablar del futuro verde que vamos a traer. juntas y juntos hacemos lo proximo,positive,2,0.028795041,0.39814186,0.573063,False,True,False,False,False,13000,145,0.011153846153846153,25,0.0019230769230769232,100,0.007692307692307693,615171,0.1835,27
196,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-13,👉 Reserva tu entrada en,reserva tu entrada en,neutral,1,0.022202678,0.8924862,0.08531115,False,True,True,False,https://masmadrid.org/,4570,7,0.0015317286652078775,14,0.003063457330415755,35,0.007658643326039387,615171,0.1835,27
197,mas madrid,0,Mónica García, @Monica_Garcia_G,193600,2023-05-13,"Arranca #Eurovision y todos nuestros corazones están con Blanca Paloma ❤️
A por ello como tu sabes 
@BlancaPaloma_rb
✨",arranca #eurovision y todos nuestros corazones estan con blanca paloma  a por ello como tu sabes,negative,0,0.8195816,0.09086353,0.08955491,False,True,True,False,@BlancaPaloma_rb,14800,40,0.002702702702702703,11,0.0007432432432432432,66,0.00445945945945946,615171,0.1835,27
